videoname,start_time,end_time,duration_minutes,time_range,split,original_count,processed_sum,cumilative_sum
D06_20250804000001.avi,00:00:01,00:01:58,1.95,00:00 - 00:30,0,0,0,0
D06_20250804000706.avi,00:07:06,00:09:37,2.52,00:00 - 00:30,0,0,0,0
D06_20250804001047.avi,00:10:47,00:11:57,1.17,00:00 - 00:30,0,0,0,0
D06_20250804001229.avi,00:12:29,00:16:21,3.87,00:00 - 00:30,0,2,0,0
D06_20250804001642.avi,00:16:42,00:20:47,4.09,00:00 - 00:30,0,4,1,1
D06_20250804002048.avi,00:20:48,00:23:19,2.52,00:00 - 00:30,0,6,2,3
D06_20250804002320.avi,00:23:20,00:27:23,4.05,00:00 - 00:30,0,2,0,3
D06_20250804002930.avi,00:29:30,00:32:55,3.43,00:00 - 00:30,0,0,0,3
D06_20250804003257.avi,00:32:57,00:35:34,2.62,00:30 - 01:00,1,1,8,11
D06_20250804004202.avi,00:42:02,00:43:23,1.35,00:30 - 01:00,1,0,0,11
D06_20250804005207.avi,00:52:07,00:55:28,3.35,00:30 - 01:00,1,0,0,11
D06_20250804011019.avi,01:10:19,01:14:23,4.08,01:00 - 01:30,2,3,4,15
D06_20250804011428.avi,01:14:28,01:18:34,4.10,01:00 - 01:30,2,1,1,16
D06_20250804012319.avi,01:23:19,01:25:30,2.19,01:00 - 01:30,2,1,1,17
D06_20250804012555.avi,01:25:55,01:29:03,3.14,01:00 - 01:30,2,1,1,18
D06_20250804013013.avi,01:30:13,01:35:05,4.87,01:30 - 02:00,3,2,1,19
D06_20250804013530.avi,01:35:30,01:40:58,5.48,01:30 - 02:00,3,6,5,24
D06_20250804014458.avi,01:44:58,01:47:50,2.87,01:30 - 02:00,3,0,0,24
D06_20250804014848.avi,01:48:48,01:49:55,1.13,01:30 - 02:00,3,0,0,24
D06_20250804015116.avi,01:51:16,01:53:38,2.38,01:30 - 02:00,3,1,0,24
D06_20250804015649.avi,01:56:49,01:59:30,2.69,01:30 - 02:00,3,3,2,26
D06_20250804015931.avi,01:59:31,02:01:15,1.74,01:30 - 02:00,3,0,0,26
D06_20250804020204.avi,02:02:04,02:04:57,2.89,02:00 - 02:30,4,2,2,28
D06_20250804021009.avi,02:10:09,02:13:43,3.57,02:00 - 02:30,4,1,1,29
D06_20250804021352.avi,02:13:52,02:16:10,2.31,02:00 - 02:30,4,0,0,29
