videoname,start_time,end_time,duration_minutes,time_range,split,original_count,processed_sum,cumilative_sum
D06_20250806080537.avi,08:05:37,08:16:59,11.37,08:00 - 08:30,16,11,12,293
D06_20250806081705.avi,08:17:05,08:19:44,2.66,08:00 - 08:30,16,0,0,293
D06_20250806082000.avi,08:20:00,08:30:02,10.04,08:00 - 08:30,16,12,13,306
D06_20250806083013.avi,08:30:13,08:41:28,11.25,08:30 - 09:00,17,5,4,310
D06_20250806084133.avi,08:41:33,09:03:31,21.97,08:30 - 09:00,17,23,16,326
D06_20250806084133.avi,08:41:33,09:03:31,21.97,09:00 - 09:30,18,23,3,329
D06_20250806090343.avi,09:03:43,10:46:31,102.80,09:00 - 09:30,18,227,67,396
D06_20250806090343.avi,09:03:43,10:46:31,102.80,09:30 - 10:00,19,227,53,449
D06_20250806090343.avi,09:03:43,10:46:31,102.80,10:00 - 10:30,20,227,94,543
D06_20250806090343.avi,09:03:43,10:46:31,102.80,10:30 - 11:00,21,227,25,568
D06_20250806104728.avi,10:47:28,12:14:52,87.40,10:30 - 11:00,21,337,33,601
D06_20250806104728.avi,10:47:28,12:14:52,87.40,11:00 - 11:30,22,337,134,735
D06_20250806104728.avi,10:47:28,12:14:52,87.40,11:30 - 12:00,23,337,98,833
D06_20250806104728.avi,10:47:28,12:14:52,87.40,12:00 - 12:30,24,337,66,899
D06_20250806121540.avi,12:15:40,13:40:55,85.25,12:00 - 12:30,24,444,86,985
D06_20250806121540.avi,12:15:40,13:40:55,85.25,12:30 - 13:00,25,444,132,1117
D06_20250806121540.avi,12:15:40,13:40:55,85.25,13:00 - 13:30,26,444,138,1255
D06_20250806121540.avi,12:15:40,13:40:55,85.25,13:30 - 14:00,27,444,63,1318
D06_20250806134142.avi,13:41:42,15:02:23,80.69,13:30 - 14:00,27,505,127,1445
D06_20250806134142.avi,13:41:42,15:02:23,80.69,14:00 - 14:30,28,505,165,1610
D06_20250806134142.avi,13:41:42,15:02:23,80.69,14:30 - 15:00,29,505,211,1821
D06_20250806134142.avi,13:41:42,15:02:23,80.69,15:00 - 15:30,30,505,11,1832
D06_20250806150307.avi,15:03:07,16:38:09,95.04,15:00 - 15:30,30,285,62,1894
D06_20250806150307.avi,15:03:07,16:38:09,95.04,15:30 - 16:00,31,285,82,1976
D06_20250806150307.avi,15:03:07,16:38:09,95.04,16:00 - 16:30,32,285,99,2075
D06_20250806150307.avi,15:03:07,16:38:09,95.04,16:30 - 17:00,33,285,27,2102
D06_20250806163902.avi,16:39:02,18:03:57,84.92,16:30 - 17:00,33,430,122,2224
D06_20250806163902.avi,16:39:02,18:03:57,84.92,17:00 - 17:30,34,430,170,2394
D06_20250806163902.avi,16:39:02,18:03:57,84.92,17:30 - 18:00,35,430,134,2528
D06_20250806163902.avi,16:39:02,18:03:57,84.92,18:00 - 18:30,36,430,16,2544
D06_20250806180444.avi,18:04:44,19:31:02,86.30,18:00 - 18:30,36,390,95,2639
D06_20250806180444.avi,18:04:44,19:31:02,86.30,18:30 - 19:00,37,390,132,2771
D06_20250806180444.avi,18:04:44,19:31:02,86.30,19:00 - 19:30,38,390,138,2909
D06_20250806180444.avi,18:04:44,19:31:02,86.30,19:30 - 20:00,39,390,5,2914
D06_20250806193150.avi,19:31:50,21:11:46,99.94,19:30 - 20:00,39,326,113,3027
D06_20250806193150.avi,19:31:50,21:11:46,99.94,20:00 - 20:30,40,326,74,3101
D06_20250806193150.avi,19:31:50,21:11:46,99.94,20:30 - 21:00,41,326,122,3223
D06_20250806193150.avi,19:31:50,21:11:46,99.94,21:00 - 21:30,42,326,31,3254
D06_20250806211241.avi,21:12:41,22:41:03,88.37,21:00 - 21:30,42,226,36,3290
D06_20250806211241.avi,21:12:41,22:41:03,88.37,21:30 - 22:00,43,226,96,3386
D06_20250806211241.avi,21:12:41,22:41:03,88.37,22:00 - 22:30,44,226,64,3450
D06_20250806211241.avi,21:12:41,22:41:03,88.37,22:30 - 23:00,45,226,32,3482
D06_20250806224149.avi,22:41:49,22:49:14,7.42,22:30 - 23:00,45,12,13,3495
D06_20250806224916.avi,22:49:16,23:06:44,17.48,22:30 - 23:00,45,16,10,3505
D06_20250806224916.avi,22:49:16,23:06:44,17.48,23:00 - 23:30,46,16,4,3509
D06_20250806230655.avi,23:06:55,23:24:18,17.39,23:00 - 23:30,46,33,22,3531
D06_20250806232547.avi,23:25:47,23:29:37,3.84,23:00 - 23:30,46,2,1,3532
D06_20250806233230.avi,23:32:30,23:41:58,9.47,23:30 - 00:00,47,8,18,3550
D06_20250806234200.avi,23:42:00,23:42:38,0.64,23:30 - 00:00,47,1,1,3551
