videoname,start_time,end_time,duration_minutes,time_range,split,original_count,processed_sum,cumilative_sum
D06_20250809073811.avi,07:38:11,07:46:53,8.71,07:30 - 08:00,15,4,7,185
D06_20250809074658.avi,07:46:58,07:53:28,6.51,07:30 - 08:00,15,5,9,194
D06_20250809075445.avi,07:54:45,07:57:53,3.14,07:30 - 08:00,15,1,1,195
D06_20250809075756.avi,07:57:56,08:07:03,9.13,07:30 - 08:00,15,7,3,198
D06_20250809075756.avi,07:57:56,08:07:03,9.13,08:00 - 08:30,16,7,6,204
D06_20250809080708.avi,08:07:08,08:14:56,7.80,08:00 - 08:30,16,4,5,209
D06_20250809081500.avi,08:15:00,08:17:07,2.12,08:00 - 08:30,16,0,0,209
D06_20250809081721.avi,08:17:21,08:20:39,3.30,08:00 - 08:30,16,3,3,212
D06_20250809082146.avi,08:21:46,08:24:32,2.77,08:00 - 08:30,16,2,2,214
D06_20250809082829.avi,08:28:29,08:30:17,1.81,08:00 - 08:30,16,0,0,214
D06_20250809083018.avi,08:30:18,08:33:23,3.09,08:30 - 09:00,17,2,0,214
D06_20250809083348.avi,08:33:48,08:45:18,11.50,08:30 - 09:00,17,8,5,219
D06_20250809084523.avi,08:45:23,08:46:50,1.46,08:30 - 09:00,17,1,0,219
D06_20250809084651.avi,08:46:51,09:05:19,18.47,08:30 - 09:00,17,25,14,233
D06_20250809084651.avi,08:46:51,09:05:19,18.47,09:00 - 09:30,18,25,5,238
D06_20250809090644.avi,09:06:44,09:10:18,3.57,09:00 - 09:30,18,1,0,238
D06_20250809091059.avi,09:10:59,09:14:12,3.22,09:00 - 09:30,18,1,0,238
D06_20250809091411.avi,09:14:11,09:16:41,2.50,09:00 - 09:30,18,1,0,238
D06_20250809091648.avi,09:16:48,09:23:03,6.25,09:00 - 09:30,18,6,4,242
D06_20250809092307.avi,09:23:07,09:26:45,3.64,09:00 - 09:30,18,3,1,243
D06_20250809092700.avi,09:27:00,09:33:54,6.90,09:00 - 09:30,18,5,0,243
D06_20250809092700.avi,09:27:00,09:33:54,6.90,09:30 - 10:00,19,5,3,246
D06_20250809093357.avi,09:33:57,09:43:33,9.60,09:30 - 10:00,19,6,6,252
D06_20250809094338.avi,09:43:38,09:48:09,4.53,09:30 - 10:00,19,6,6,258
D06_20250809094840.avi,09:48:40,09:54:14,5.58,09:30 - 10:00,19,5,5,263
D06_20250809095419.avi,09:54:19,09:56:05,1.78,09:30 - 10:00,19,1,1,264
D06_20250809095737.avi,09:57:37,10:02:43,5.11,09:30 - 10:00,19,2,1,265
D06_20250809095737.avi,09:57:37,10:02:43,5.11,10:00 - 10:30,20,2,0,265
D06_20250809100245.avi,10:02:45,10:06:18,3.55,10:00 - 10:30,20,4,2,267
D06_20250809100659.avi,10:06:59,10:09:21,2.37,10:00 - 10:30,20,2,0,267
D06_20250809100920.avi,10:09:20,10:14:08,4.81,10:00 - 10:30,20,3,1,268
D06_20250809101412.avi,10:14:12,10:50:18,36.11,10:00 - 10:30,20,32,12,280
D06_20250809101412.avi,10:14:12,10:50:18,36.11,10:30 - 11:00,21,32,18,298
D06_20250809105216.avi,10:52:16,11:03:11,10.92,10:30 - 11:00,21,11,8,306
D06_20250809105216.avi,10:52:16,11:03:11,10.92,11:00 - 11:30,22,11,2,308
D06_20250809110818.avi,11:08:18,11:27:19,19.03,11:00 - 11:30,22,14,12,320
D06_20250809112748.avi,11:27:48,11:32:24,4.60,11:00 - 11:30,22,4,1,321
D06_20250809112748.avi,11:27:48,11:32:24,4.60,11:30 - 12:00,23,4,1,322
D06_20250809113345.avi,11:33:45,11:36:46,3.03,11:30 - 12:00,23,6,6,328
D06_20250809113712.avi,11:37:12,11:52:16,15.08,11:30 - 12:00,23,11,11,339
D06_20250809115224.avi,11:52:24,11:56:13,3.82,11:30 - 12:00,23,1,0,339
D06_20250809115644.avi,11:56:44,12:00:02,3.31,11:30 - 12:00,23,2,1,340
D06_20250809120004.avi,12:00:04,12:02:30,2.44,12:00 - 12:30,24,1,0,340
D06_20250809120404.avi,12:04:04,12:21:40,17.60,12:00 - 12:30,24,15,10,350
D06_20250809122150.avi,12:21:50,12:30:40,8.84,12:00 - 12:30,24,8,4,354
D06_20250809122150.avi,12:21:50,12:30:40,8.84,12:30 - 13:00,25,8,0,354
D06_20250809123042.avi,12:30:42,12:35:25,4.73,12:30 - 13:00,25,2,1,355
D06_20250809123651.avi,12:36:51,12:44:55,8.07,12:30 - 13:00,25,5,5,360
D06_20250809124522.avi,12:45:22,12:53:23,8.03,12:30 - 13:00,25,5,5,365
D06_20250809125358.avi,12:53:58,14:34:12,100.24,12:30 - 13:00,25,143,11,376
D06_20250809125358.avi,12:53:58,14:34:12,100.24,13:00 - 13:30,26,143,32,408
D06_20250809125358.avi,12:53:58,14:34:12,100.24,13:30 - 14:00,27,143,42,450
D06_20250809125358.avi,12:53:58,14:34:12,100.24,14:00 - 14:30,28,143,31,481
D06_20250809125358.avi,12:53:58,14:34:12,100.24,14:30 - 15:00,29,143,10,491
D06_20250809143542.avi,14:35:42,14:38:29,2.79,14:30 - 15:00,29,2,3,494
D06_20250809143831.avi,14:38:31,14:43:40,5.16,14:30 - 15:00,29,6,10,504
D06_20250809144411.avi,14:44:11,14:46:18,2.13,14:30 - 15:00,29,2,3,507
D06_20250809144621.avi,14:46:21,14:48:39,2.30,14:30 - 15:00,29,1,1,508
D06_20250809144838.avi,14:48:38,14:58:44,10.11,14:30 - 15:00,29,9,16,524
D06_20250809145908.avi,14:59:08,15:16:03,16.92,14:30 - 15:00,29,16,1,525
D06_20250809145908.avi,14:59:08,15:16:03,16.92,15:00 - 15:30,30,16,12,537
D06_20250809151616.avi,15:16:16,15:38:07,21.86,15:00 - 15:30,30,36,19,556
D06_20250809151616.avi,15:16:16,15:38:07,21.86,15:30 - 16:00,31,36,13,569
D06_20250809153817.avi,15:38:17,15:44:38,6.36,15:30 - 16:00,31,6,6,575
D06_20250809154522.avi,15:45:22,15:58:45,13.39,15:30 - 16:00,31,25,27,602
D06_20250809155929.avi,15:59:29,16:07:08,7.65,16:00 - 16:30,32,4,3,605
D06_20250809160801.avi,16:08:01,16:11:32,3.53,16:00 - 16:30,32,3,3,608
D06_20250809161222.avi,16:12:22,16:18:26,6.07,16:00 - 16:30,32,4,3,611
D06_20250809161929.avi,16:19:29,16:26:16,6.79,16:00 - 16:30,32,2,1,612
D06_20250809162625.avi,16:26:25,16:33:00,6.59,16:00 - 16:30,32,3,1,613
D06_20250809162625.avi,16:26:25,16:33:00,6.59,16:30 - 17:00,33,3,0,613
D06_20250809163443.avi,16:34:43,16:35:51,1.14,16:30 - 17:00,33,0,0,613
D06_20250809163816.avi,16:38:16,16:41:49,3.55,16:30 - 17:00,33,4,3,616
D06_20250809164149.avi,16:41:49,16:44:01,2.20,16:30 - 17:00,33,1,0,616
D06_20250809164400.avi,16:44:00,16:51:32,7.54,16:30 - 17:00,33,2,1,617
D06_20250809165133.avi,16:51:33,16:53:50,2.29,16:30 - 17:00,33,1,0,617
D06_20250809165426.avi,16:54:26,17:13:35,19.15,16:30 - 17:00,33,22,5,622
D06_20250809165426.avi,16:54:26,17:13:35,19.15,17:00 - 17:30,34,22,11,633
D06_20250809171409.avi,17:14:09,17:23:07,8.97,17:00 - 17:30,34,10,6,639
D06_20250809172312.avi,17:23:12,17:29:12,6.00,17:00 - 17:30,34,6,4,643
D06_20250809172915.avi,17:29:15,17:32:15,3.01,17:30 - 18:00,35,1,1,644
D06_20250809173215.avi,17:32:15,17:44:51,12.61,17:30 - 18:00,35,10,16,660
D06_20250809174533.avi,17:45:33,17:50:43,5.17,17:30 - 18:00,35,0,0,660
D06_20250809175215.avi,17:52:15,18:01:35,9.34,17:30 - 18:00,35,5,6,666
D06_20250809175215.avi,17:52:15,18:01:35,9.34,18:00 - 18:30,36,5,0,666
D06_20250809180215.avi,18:02:15,18:04:19,2.08,18:00 - 18:30,36,1,0,666
D06_20250809180555.avi,18:05:55,18:34:12,28.29,18:00 - 18:30,36,37,27,693
D06_20250809180555.avi,18:05:55,18:34:12,28.29,18:30 - 19:00,37,37,7,700
D06_20250809183453.avi,18:34:53,18:41:35,6.71,18:30 - 19:00,37,5,5,705
D06_20250809184137.avi,18:41:37,18:47:38,6.02,18:30 - 19:00,37,5,5,710
D06_20250809184741.avi,18:47:41,18:49:53,2.21,18:30 - 19:00,37,1,1,711
D06_20250809184953.avi,18:49:53,18:52:16,2.39,18:30 - 19:00,37,0,0,711
D06_20250809185220.avi,18:52:20,18:58:08,5.80,18:30 - 19:00,37,6,7,718
D06_20250809190016.avi,19:00:16,19:02:18,2.04,19:00 - 19:30,38,1,0,718
D06_20250809190219.avi,19:02:19,19:04:25,2.11,19:00 - 19:30,38,1,0,718
D06_20250809190431.avi,19:04:31,19:17:17,12.78,19:00 - 19:30,38,7,4,722
D06_20250809191842.avi,19:18:42,19:19:52,1.18,19:00 - 19:30,38,0,0,722
D06_20250809192003.avi,19:20:03,19:22:15,2.20,19:00 - 19:30,38,0,0,722
D06_20250809192252.avi,19:22:52,19:25:46,2.91,19:00 - 19:30,38,0,0,722
D06_20250809192608.avi,19:26:08,19:29:15,3.13,19:00 - 19:30,38,2,1,723
D06_20250809193039.avi,19:30:39,19:32:48,2.16,19:30 - 20:00,39,0,0,723
D06_20250809193248.avi,19:32:48,19:34:46,1.98,19:30 - 20:00,39,0,0,723
D06_20250809193544.avi,19:35:44,19:36:53,1.16,19:30 - 20:00,39,0,0,723
D06_20250809193750.avi,19:37:50,19:44:50,7.01,19:30 - 20:00,39,2,2,725
D06_20250809194908.avi,19:49:08,19:53:13,4.09,19:30 - 20:00,39,1,0,725
D06_20250809195454.avi,19:54:54,19:57:06,2.20,19:30 - 20:00,39,0,0,725
D06_20250809195707.avi,19:57:07,20:00:16,3.15,19:30 - 20:00,39,2,2,727
D06_20250809200055.avi,20:00:55,20:04:21,3.44,20:00 - 20:30,40,1,0,727
D06_20250809200423.avi,20:04:23,20:06:02,1.65,20:00 - 20:30,40,3,1,728
D06_20250809201058.avi,20:10:58,20:13:29,2.52,20:00 - 20:30,40,5,3,731
D06_20250809201413.avi,20:14:13,20:16:31,2.31,20:00 - 20:30,40,1,0,731
D06_20250809201657.avi,20:16:57,20:25:58,9.02,20:00 - 20:30,40,4,2,733
D06_20250809202603.avi,20:26:03,20:34:31,8.47,20:00 - 20:30,40,6,1,734
D06_20250809202603.avi,20:26:03,20:34:31,8.47,20:30 - 21:00,41,6,3,737
D06_20250809203636.avi,20:36:36,20:39:30,2.91,20:30 - 21:00,41,0,0,737
D06_20250809204010.avi,20:40:10,20:44:19,4.16,20:30 - 21:00,41,3,3,740
D06_20250809204422.avi,20:44:22,20:46:58,2.60,20:30 - 21:00,41,2,2,742
D06_20250809204730.avi,20:47:30,20:53:05,5.59,20:30 - 21:00,41,3,3,745
D06_20250809205344.avi,20:53:44,21:02:44,9.00,20:30 - 21:00,41,7,5,750
D06_20250809205344.avi,20:53:44,21:02:44,9.00,21:00 - 21:30,42,7,0,750
D06_20250809210249.avi,21:02:49,21:32:14,29.42,21:00 - 21:30,42,25,10,760
D06_20250809210249.avi,21:02:49,21:32:14,29.42,21:30 - 22:00,43,25,4,764
D06_20250809213344.avi,21:33:44,21:34:53,1.16,21:30 - 22:00,43,0,0,764
D06_20250809213737.avi,21:37:37,21:43:06,5.49,21:30 - 22:00,43,2,4,768
D06_20250809214443.avi,21:44:43,21:47:25,2.71,21:30 - 22:00,43,0,0,768
D06_20250809215056.avi,21:50:56,21:53:45,2.82,21:30 - 22:00,43,0,0,768
D06_20250809215505.avi,21:55:05,22:00:54,5.82,21:30 - 22:00,43,5,10,778
D06_20250809215505.avi,21:55:05,22:00:54,5.82,22:00 - 22:30,44,5,0,778
D06_20250809220244.avi,22:02:44,22:05:15,2.52,22:00 - 22:30,44,1,0,778
D06_20250809220516.avi,22:05:16,22:09:07,3.85,22:00 - 22:30,44,1,0,778
D06_20250809221045.avi,22:10:45,22:11:52,1.13,22:00 - 22:30,44,0,0,778
D06_20250809221500.avi,22:15:00,22:19:28,4.47,22:00 - 22:30,44,1,0,778
D06_20250809222227.avi,22:22:27,22:25:43,3.28,22:00 - 22:30,44,1,0,778
D06_20250809222645.avi,22:26:45,22:27:52,1.12,22:00 - 22:30,44,0,0,778
D06_20250809223343.avi,22:33:43,22:36:25,2.70,22:30 - 23:00,45,2,2,780
D06_20250809223721.avi,22:37:21,22:38:40,1.32,22:30 - 23:00,45,0,0,780
D06_20250809224225.avi,22:42:25,22:45:45,3.34,22:30 - 23:00,45,0,0,780
D06_20250809224645.avi,22:46:45,22:47:52,1.13,22:30 - 23:00,45,0,0,780
D06_20250809225236.avi,22:52:36,22:55:18,2.70,22:30 - 23:00,45,2,2,782
D06_20250809230523.avi,23:05:23,23:08:36,3.23,23:00 - 23:30,46,1,0,782
D06_20250809231717.avi,23:17:17,23:25:18,8.03,23:00 - 23:30,46,3,2,784
D06_20250809232620.avi,23:26:20,23:28:44,2.41,23:00 - 23:30,46,2,2,786
D06_20250809232902.avi,23:29:02,23:34:38,5.60,23:00 - 23:30,46,3,0,786
D06_20250809232902.avi,23:29:02,23:34:38,5.60,23:30 - 00:00,47,3,1,787
D06_20250809233719.avi,23:37:19,23:42:15,4.94,23:30 - 00:00,47,3,1,788
D06_20250809234323.avi,23:43:23,23:46:26,3.06,23:30 - 00:00,47,2,1,789
D06_20250809234625.avi,23:46:25,23:51:05,4.68,23:30 - 00:00,47,2,1,790
D06_20250809235246.avi,23:52:46,23:53:54,1.14,23:30 - 00:00,47,0,0,790
D06_20250809235353.avi,23:53:53,23:57:31,3.64,23:30 - 00:00,47,2,1,791
D06_20250809235843.avi,23:58:43,23:59:52,1.15,23:30 - 00:00,47,0,0,791
