videoname,start_time,end_time,duration_minutes,time_range,split,original_count,processed_sum,cumilative_sum
D06_20250808054703.avi,05:47:03,05:51:49,4.78,05:30 - 06:00,11,1,0,120
D06_20250808055246.avi,05:52:46,05:53:53,1.12,05:30 - 06:00,11,0,0,120
D06_20250808055611.avi,05:56:11,06:10:27,14.28,05:30 - 06:00,11,11,3,123
D06_20250808055611.avi,05:56:11,06:10:27,14.28,06:00 - 06:30,12,11,12,135
D06_20250808061122.avi,06:11:22,06:15:21,3.99,06:00 - 06:30,12,1,0,135
D06_20250808061523.avi,06:15:23,06:46:28,31.09,06:00 - 06:30,12,39,26,161
D06_20250808061523.avi,06:15:23,06:46:28,31.09,06:30 - 07:00,13,39,13,174
D06_20250808064646.avi,06:46:46,06:58:01,11.26,06:30 - 07:00,13,17,10,184
D06_20250808065812.avi,06:58:12,07:37:09,38.95,06:30 - 07:00,13,63,1,185
D06_20250808065812.avi,06:58:12,07:37:09,38.95,07:00 - 07:30,14,63,32,217
D06_20250808065812.avi,06:58:12,07:37:09,38.95,07:30 - 08:00,15,63,19,236
D06_20250808073728.avi,07:37:28,07:49:32,12.08,07:30 - 08:00,15,6,9,245
D06_20250808074951.avi,07:49:51,07:55:12,5.36,07:30 - 08:00,15,3,4,249
D06_20250808075545.avi,07:55:45,07:57:54,2.16,07:30 - 08:00,15,3,4,253
D06_20250808075907.avi,07:59:07,08:14:41,15.58,07:30 - 08:00,15,18,0,253
D06_20250808075907.avi,07:59:07,08:14:41,15.58,08:00 - 08:30,16,18,20,273
D06_20250808081511.avi,08:15:11,08:20:30,5.32,08:00 - 08:30,16,2,2,275
D06_20250808082145.avi,08:21:45,08:28:43,6.97,08:00 - 08:30,16,3,3,278
D06_20250808082946.avi,08:29:46,08:30:52,1.11,08:00 - 08:30,16,0,0,278
D06_20250808083121.avi,08:31:21,08:35:12,3.86,08:30 - 09:00,17,3,1,279
D06_20250808083511.avi,08:35:11,08:44:28,9.29,08:30 - 09:00,17,7,4,283
D06_20250808084432.avi,08:44:32,08:49:37,5.09,08:30 - 09:00,17,2,0,283
D06_20250808084938.avi,08:49:38,09:16:23,26.76,08:30 - 09:00,17,36,10,293
D06_20250808084938.avi,08:49:38,09:16:23,26.76,09:00 - 09:30,18,36,15,308
D06_20250808091638.avi,09:16:38,11:14:13,117.59,09:00 - 09:30,18,195,15,323
D06_20250808091638.avi,09:16:38,11:14:13,117.59,09:30 - 10:00,19,195,47,370
D06_20250808091638.avi,09:16:38,11:14:13,117.59,10:00 - 10:30,20,195,45,415
D06_20250808091638.avi,09:16:38,11:14:13,117.59,10:30 - 11:00,21,195,69,484
D06_20250808091638.avi,09:16:38,11:14:13,117.59,11:00 - 11:30,22,195,30,514
D06_20250808111518.avi,11:15:18,13:02:56,107.64,11:00 - 11:30,22,218,39,553
D06_20250808111518.avi,11:15:18,13:02:56,107.64,11:30 - 12:00,23,218,44,597
D06_20250808111518.avi,11:15:18,13:02:56,107.64,12:00 - 12:30,24,218,62,659
D06_20250808111518.avi,11:15:18,13:02:56,107.64,12:30 - 13:00,25,218,59,718
D06_20250808111518.avi,11:15:18,13:02:56,107.64,13:00 - 13:30,26,218,8,726
D06_20250808130356.avi,13:03:56,14:34:14,90.31,13:00 - 13:30,26,306,123,849
D06_20250808130356.avi,13:03:56,14:34:14,90.31,13:30 - 14:00,27,306,97,946
D06_20250808130356.avi,13:03:56,14:34:14,90.31,14:00 - 14:30,28,306,64,1010
D06_20250808130356.avi,13:03:56,14:34:14,90.31,14:30 - 15:00,29,306,14,1024
D06_20250808143504.avi,14:35:04,16:07:01,91.96,14:30 - 15:00,29,294,83,1107
D06_20250808143504.avi,14:35:04,16:07:01,91.96,15:00 - 15:30,30,294,106,1213
D06_20250808143504.avi,14:35:04,16:07:01,91.96,15:30 - 16:00,31,294,85,1298
D06_20250808143504.avi,14:35:04,16:07:01,91.96,16:00 - 16:30,32,294,18,1316
D06_20250808160753.avi,16:07:53,17:49:41,101.81,16:00 - 16:30,32,254,44,1360
D06_20250808160753.avi,16:07:53,17:49:41,101.81,16:30 - 17:00,33,254,75,1435
D06_20250808160753.avi,16:07:53,17:49:41,101.81,17:00 - 17:30,34,254,91,1526
D06_20250808160753.avi,16:07:53,17:49:41,101.81,17:30 - 18:00,35,254,46,1572
D06_20250808175037.avi,17:50:37,19:34:13,103.61,17:30 - 18:00,35,180,15,1587
D06_20250808175037.avi,17:50:37,19:34:13,103.61,18:00 - 18:30,36,180,47,1634
D06_20250808175037.avi,17:50:37,19:34:13,103.61,18:30 - 19:00,37,180,44,1678
D06_20250808175037.avi,17:50:37,19:34:13,103.61,19:00 - 19:30,38,180,55,1733
D06_20250808175037.avi,17:50:37,19:34:13,103.61,19:30 - 20:00,39,180,8,1741
D06_20250808193521.avi,19:35:21,19:39:36,4.26,19:30 - 20:00,39,3,3,1744
D06_20250808194019.avi,19:40:19,19:48:25,8.10,19:30 - 20:00,39,4,5,1749
D06_20250808194830.avi,19:48:30,20:29:18,40.80,19:30 - 20:00,39,62,22,1771
D06_20250808194830.avi,19:48:30,20:29:18,40.80,20:00 - 20:30,40,62,35,1806
D06_20250808202938.avi,20:29:38,20:48:16,18.64,20:30 - 21:00,41,23,27,1833
D06_20250808204823.avi,20:48:23,21:38:56,50.56,20:30 - 21:00,41,95,26,1859
D06_20250808204823.avi,20:48:23,21:38:56,50.56,21:00 - 21:30,42,95,48,1907
D06_20250808204823.avi,20:48:23,21:38:56,50.56,21:30 - 22:00,43,95,19,1926
D06_20250808213923.avi,21:39:23,21:45:01,5.64,21:30 - 22:00,43,10,11,1937
D06_20250808214504.avi,21:45:04,21:49:01,3.95,21:30 - 22:00,43,2,1,1938
D06_20250808214907.avi,21:49:07,22:18:25,29.30,21:30 - 22:00,43,46,19,1957
D06_20250808214907.avi,21:49:07,22:18:25,29.30,22:00 - 22:30,44,46,19,1976
D06_20250808221945.avi,22:19:45,22:20:52,1.12,22:00 - 22:30,44,0,0,1976
D06_20250808222153.avi,22:21:53,22:24:38,2.75,22:00 - 22:30,44,2,1,1977
D06_20250808222853.avi,22:28:53,22:34:32,5.65,22:30 - 23:00,45,1,0,1977
D06_20250808223439.avi,22:34:39,22:40:11,5.54,22:30 - 23:00,45,4,5,1982
D06_20250808224012.avi,22:40:12,22:50:08,9.94,22:30 - 23:00,45,8,10,1992
D06_20250808225012.avi,22:50:12,23:09:43,19.53,22:30 - 23:00,45,21,14,2006
D06_20250808225012.avi,22:50:12,23:09:43,19.53,23:00 - 23:30,46,21,8,2014
D06_20250808230952.avi,23:09:52,23:11:47,1.92,23:00 - 23:30,46,1,0,2014
D06_20250808231146.avi,23:11:46,23:18:26,6.68,23:00 - 23:30,46,5,4,2018
D06_20250808232028.avi,23:20:28,23:22:33,2.09,23:00 - 23:30,46,1,0,2018
D06_20250808232639.avi,23:26:39,23:29:49,3.17,23:00 - 23:30,46,0,0,2018
D06_20250808233046.avi,23:30:46,23:34:05,3.32,23:30 - 00:00,47,0,0,2018
D06_20250808233540.avi,23:35:40,23:39:02,3.37,23:30 - 00:00,47,1,1,2019
D06_20250808234150.avi,23:41:50,23:45:05,3.26,23:30 - 00:00,47,3,3,2022
D06_20250808234605.avi,23:46:05,23:53:11,7.10,23:30 - 00:00,47,6,7,2029
D06_20250808235314.avi,23:53:14,23:56:21,3.12,23:30 - 00:00,47,0,0,2029
D06_20250808235745.avi,23:57:45,23:58:53,1.14,23:30 - 00:00,47,0,0,2029
