videoname,start_time,end_time,duration_minutes,time_range,split,original_count,processed_sum,cumilative_sum
D06_20250810205052.avi,20:50:52,21:39:28,48.60,21:00 - 21:30,42,52,22,312
D06_20250810205052.avi,20:50:52,21:39:28,48.60,21:30 - 22:00,43,52,14,326
D06_20250810213951.avi,21:39:51,21:42:28,2.62,21:30 - 22:00,43,1,0,326
D06_20250810214316.avi,21:43:16,21:46:25,3.15,21:30 - 22:00,43,1,0,326
D06_20250810214744.avi,21:47:44,21:48:52,1.14,21:30 - 22:00,43,0,0,326
D06_20250810215411.avi,21:54:11,22:07:17,13.10,21:30 - 22:00,43,19,11,337
D06_20250810215411.avi,21:54:11,22:07:17,13.10,22:00 - 22:30,44,19,10,347
D06_20250810220740.avi,22:07:40,22:12:28,4.81,22:00 - 22:30,44,4,3,350
D06_20250810221304.avi,22:13:04,22:16:13,3.16,22:00 - 22:30,44,1,0,350
D06_20250810221614.avi,22:16:14,22:18:42,2.48,22:00 - 22:30,44,1,0,350
D06_20250810221946.avi,22:19:46,22:21:58,2.20,22:00 - 22:30,44,0,0,350
D06_20250810222211.avi,22:22:11,22:26:51,4.67,22:00 - 22:30,44,5,4,354
D06_20250810222652.avi,22:26:52,22:27:59,1.12,22:00 - 22:30,44,0,0,354
D06_20250810223258.avi,22:32:58,22:37:09,4.19,22:30 - 23:00,45,2,2,356
D06_20250810223709.avi,22:37:09,22:39:52,2.73,22:30 - 23:00,45,1,1,357
D06_20250810224237.avi,22:42:37,22:44:36,1.99,22:30 - 23:00,45,2,2,359
D06_20250810224438.avi,22:44:38,22:47:06,2.48,22:30 - 23:00,45,0,0,359
D06_20250810224844.avi,22:48:44,22:58:56,10.20,22:30 - 23:00,45,9,10,369
D06_20250810225902.avi,22:59:02,23:03:47,4.76,22:30 - 23:00,45,3,1,370
D06_20250810225902.avi,22:59:02,23:03:47,4.76,23:00 - 23:30,46,3,0,370
D06_20250810230942.avi,23:09:42,23:12:44,3.04,23:00 - 23:30,46,2,0,370
D06_20250810231316.avi,23:13:16,23:17:37,4.36,23:00 - 23:30,46,5,2,372
D06_20250810231747.avi,23:17:47,23:20:50,3.06,23:00 - 23:30,46,2,0,372
D06_20250810232049.avi,23:20:49,23:28:40,7.85,23:00 - 23:30,46,4,2,374
D06_20250810232923.avi,23:29:23,23:32:30,3.13,23:00 - 23:30,46,0,0,374
D06_20250810233650.avi,23:36:50,23:39:50,3.01,23:30 - 00:00,47,2,3,377
D06_20250810234045.avi,23:40:45,23:41:51,1.11,23:30 - 00:00,47,0,0,377
D06_20250810234632.avi,23:46:32,23:49:45,3.23,23:30 - 00:00,47,2,3,380
D06_20250810235226.avi,23:52:26,23:57:28,5.04,23:30 - 00:00,47,1,1,381
D06_20250810235730.avi,23:57:30,23:59:59,2.49,23:30 - 00:00,47,1,1,382
